1000,0.016646205079579125
1300,0.016165153825079874
1690,0.01966846702315882
2197,0.02498805859145854
2856,0.03336938783405345
3712,0.04154702230615639
4825,0.06391255020326062
6272,0.08048414615178742
8153,0.10461684461010234
10598,0.15835539368751483
13777,0.23612234634269189
17910,0.28934131585242684
23283,0.3314345243687633
30267,0.5081646074809676
39347,0.6016669811566544
51151,0.8862082850084597
66496,1.151131413918037
86444,1.5145330692143772
112377,2.093389315182918
146090,2.4529863785043604
